t,k_t
1968,0.010902435988308147
1969,0.044904091329003006
1970,0.01842432767798012
1971,-0.008268179504677196
1972,-0.013227324810847103
1973,-0.027087483238815706
1974,-0.04277128841443471
1975,-0.07408715275780121
1976,-0.059517376152554896
1977,-0.06342479044856202
1978,-0.12769747102284906
1979,-0.12542269886099106
1980,-0.15928270145297968
1981,-0.1618378569354385
1982,-0.19336733822012153
1983,-0.2111436121154092
1984,-0.19875172795244722
1985,-0.23544120025916826
1986,-0.23968815896055679
1987,-0.26210979340991525
1988,-0.31475144188537546
1989,-0.330403522383874
1990,-0.3438072950993606
1991,-0.3735968273484252
1992,-0.3922885397251226
1993,-0.3955421125232354
1994,-0.3966183776144162
1995,-0.43205610413087586
1996,-0.43194227775030525
1997,-0.438326392206468
1998,-0.4583866878167848
1999,-0.46124011560059297
2000,-0.4672640662060335
2001,-0.4853175542381299
2002,-0.5150294619130049
2003,-0.5185792274246543
2004,-0.540218666508007
2005,-0.5761069111167115
2006,-0.595928979195871
2007,-0.6340208900823159
2008,-0.652630033949402
2009,-0.651317266123403
2010,-0.6507725709930405
2011,-0.6836404825265954
2012,-0.7118898621380452
2013,-0.7058919849832832
2014,-0.7190681197904377
2015,-0.7669254951336479
2016,-0.768841551328317
2017,-0.7899716803809428
2018,-0.7995740948252584
2019,-0.81494502702146
1960,0
1961,0.08423050454809702
1962,0.007364546334558512
1963,0.03364889714050938
1964,0.07332522834611792
1965,-0.00178527186385116
1966,0.023955722989515836
1967,0.005424234472294411
1968,0.010501991617652515
1969,0.05171722652584283
1970,0.02332671498444695
1971,-0.009969238536512503
1972,-0.00797543032286031
1973,-0.030971009268736936
1974,-0.03858434687836145
1975,-0.07932351574483598
1976,-0.05597986112383511
1977,-0.07068236507243587
1978,-0.12478414334311745
1979,-0.12054285208090357
1980,-0.1551032691328756
1981,-0.15139561380274705
1982,-0.1750496593921443
1983,-0.20821015698941084
1984,-0.19591904444478994
1985,-0.22609425405270747
1986,-0.22471008300613018
1987,-0.24976815351004514
1988,-0.3117492608874077
1989,-0.33079854042257206
1990,-0.33323684204724136
1991,-0.3751633325776294
1992,-0.387901730356673
1993,-0.3909277869756337
1994,-0.38754465795263354
1995,-0.44088717331646265
1996,-0.4217560538878017
1997,-0.4353132344452348
1998,-0.4483802966572266
1999,-0.4551738863435292
2000,-0.47533472504816204
2001,-0.49513749459178763
2002,-0.5224395373084908
2003,-0.5217136050087252
2004,-0.5349030124201535
2005,-0.5761912007825845
2006,-0.5848197748348647
2007,-0.6258917693886717
2008,-0.6486390588462585
2009,-0.6401494637713951
2010,-0.6552489816057607
2011,-0.673378830597634
2012,-0.7161522555508214
2013,-0.7001594911005398
2014,-0.714260878880788
2015,-0.7716289886959677
2016,-0.755364503088228
2017,-0.7876703194676322
2018,-0.8080579059700973
2019,-0.8127657273572025
1960,0
1961,0.07755750946826913
1962,0.0073136466299782606
1963,0.037419447889377094
1964,0.06213348290630403
1965,-6.311073403830425e-4
1966,0.01912362800151473
1967,0.0034483288779328693
1968,0.01800684910692581
1969,0.050924014069508694
1970,0.03178729674591177
1971,-0.005405867336540402
1972,-0.0010858256413746902
1973,-0.030719355442594742
1974,-0.03266110638911551
1975,-0.06868028176255521
1976,-0.05370973502932329
1977,-0.06119005082866123
1978,-0.11202808977700808
1979,-0.11710771833094398
1980,-0.1581574065443031
1981,-0.16487617570062135
1982,-0.18729609174973932
1983,-0.20097102583094392
1984,-0.20295456176845206
1985,-0.2301088599876284
1986,-0.23252979105760394
1987,-0.2599230619041662
1988,-0.3176254143521923
1989,-0.34429419956737073
1990,-0.33086299013538123
1991,-0.3711155795786576
1992,-0.38694421582140726
1993,-0.3915352844813533
1994,-0.38902972247644535
1995,-0.40367089804677037
1996,-0.40365390631459364
1997,-0.4347873639067422
1998,-0.46129805000889657
1999,-0.4628016249419544
2000,-0.4634365454336797
2001,-0.4786257105092062
2002,-0.5164550160056246
2003,-0.5086459734915092
2004,-0.5256369706575116
2005,-0.5781831008111717
2006,-0.5923625905618229
2007,-0.6297634894259015
2008,-0.6483075785835352
2009,-0.6395616223549471
2010,-0.6665085059647651
2011,-0.6918969521275171
2012,-0.7145889947368894
2013,-0.6812960554198704
2014,-0.7092200835525829
2015,-0.753636348911929
2016,-0.751692983953385
2017,-0.7857495310124897
2018,-0.7950196233246235
2019,-0.8122468181286534
1960,0
1961,0.08002398151176157
1962,0.002800583169386703
1963,0.04436375341866361
1964,0.06664546806480202
1965,-0.010026002858596898
1966,0.027172117372265915
1967,0.015417447980773933
1968,-0.006039214705243613
1969,0.04268647553293562
1970,0.03326540058030464
1971,-0.004136313285794058
1972,-0.0112612330883202
1973,-0.02411186502029911
1974,-0.040919172537198185
1975,-0.07236628240098124
1976,-0.050032247282680804
1977,-0.06546451534768613
1978,-0.12181428715583215
1979,-0.11102279692984007
1980,-0.14419778292473748
1981,-0.15256653714182775
1982,-0.17862939923475674
1983,-0.19083815428699952
1984,-0.19445542194632967
1985,-0.2183077562932444
1986,-0.22286711126218278
1987,-0.25159910502252975
1988,-0.3061910476082057
1989,-0.3342314621111795
1990,-0.3226747419849567
1991,-0.3639307105984149
1992,-0.37312709485302564
1993,-0.3879012567532565
1994,-0.3774483673260165
1995,-0.4046002913523759
1996,-0.3986916207695905
1997,-0.42401320197606607
1998,-0.44548080535521295
1999,-0.4452137211723627
2000,-0.4617409226851413
2001,-0.484880723579978
2002,-0.5164383312456637
2003,-0.5141599038093864
2004,-0.5207247391277453
2005,-0.5625181376302315
2006,-0.5775783310230268
2007,-0.6137617798640169
2008,-0.6333694094016615
2009,-0.6290767922961483
2010,-0.6472640456692657
2011,-0.6732372906276385
2012,-0.6981034693404738
2013,-0.6813731389985798
2014,-0.7057398521935663
2015,-0.7559472829950362
2016,-0.7528744497716147
2017,-0.7684034450550234
2018,-0.7806288295525805
2019,-0.8086041462344961
1960,0
1961,0.07080073326073852
1962,0.00233506921274143
1963,0.028011718332477564
1964,0.05986910655119892
1965,-0.01160836296924311
1966,0.017355123172563623
1967,-0.0016077847180483887
1968,-0.017911927975137267
1969,0.035014250470616425
1970,0.02512496494838424
1971,-0.016575046020098117
1972,-0.022064101286324602
1973,-0.04101847289678404
1974,-0.04840655420669044
1975,-0.09219967948799607
1976,-0.06719217661479757
1977,-0.07435569011305412
1978,-0.1293843523769847
1979,-0.13051976318894418
1980,-0.17067762973778328
1981,-0.1572083971887816
1982,-0.19375530126525356
1983,-0.21738293756210605
1984,-0.21061364156664508
1985,-0.2448631865698287
1986,-0.2419905697012023
1987,-0.2654366337395472
1988,-0.31825235910982774
1989,-0.34070571481482365
1990,-0.342035226076271
1991,-0.3836821508492222
1992,-0.3988547914443541
1993,-0.4096950894204672
1994,-0.3950891816655153
1995,-0.4261821622399826
1996,-0.41559096353474895
1997,-0.44464261356437634
1998,-0.45854768743751356
1999,-0.4606653272914444
2000,-0.48500034399713976
2001,-0.5003340646052724
2002,-0.5260767113216446
2003,-0.522655220262187
2004,-0.5408948232763123
2005,-0.5946013618026303
2006,-0.6033369907354473
2007,-0.6398312126178874
2008,-0.6542350643114269
2009,-0.6506684866563242
2010,-0.6776877022434595
2011,-0.6965710295525311
2012,-0.726857101937291
2013,-0.6941161017501247
2014,-0.7110058240924282
2015,-0.7693785614158831
2016,-0.766758774591361
2017,-0.78473401492204
2018,-0.796413905326929
2019,-0.8229694747247659
1960,0
1961,0.08093968821406854
1962,0.0012571484488146738
1963,0.04624515294431316
1964,0.060296416625361005
1965,-0.006216866837536079
1966,0.020819192408520912
1967,0.01286400275738557
1968,0.019232585482352658
1969,0.05197479769558694
1970,0.03227825141642087
1971,-0.001881486595481145
1972,-0.0031427010570146833
1973,-0.02491506150596144
1974,-0.028106589987695076
1975,-0.054200817015313284
1976,-0.04603963160365163
1977,-0.05848316322261216
1978,-0.1252250807378625
1979,-0.12527414605639903
1980,-0.15343282595940427
1981,-0.14824548428235848
1982,-0.18134798747512
1983,-0.21194767824160984
1984,-0.20331332825208107
1985,-0.2416652473387123
1986,-0.2333609127895074
1987,-0.25725049716232024
1988,-0.31043335641737574
1989,-0.33268153671424383
1990,-0.3317279126678976
1991,-0.37332140635109756
1992,-0.3890152778374198
1993,-0.40384993813561865
1994,-0.37973533249609726
1995,-0.423130738394347
1996,-0.4174307707472934
1997,-0.42953916815615323
1998,-0.4613341431070314
1999,-0.4670786355419405
2000,-0.45251279195019983
2001,-0.4853072077090652
2002,-0.5304434429038561
2003,-0.5192290940754429
2004,-0.5302773321899927
2005,-0.5683063569154233
2006,-0.5833641933982715
2007,-0.6240861954439527
2008,-0.6428202600636901
2009,-0.6449510119227119
2010,-0.6516902362891865
2011,-0.672418021970376
2012,-0.720988164690612
2013,-0.6843007756558734
2014,-0.7230538579494744
2015,-0.7594159967891054
2016,-0.7596610180752045
2017,-0.7777450987299477
2018,-0.7815105627115784
2019,-0.8080351831289744
1960,0
1961,0.08690362627848171
1962,0.01571496219985088
1963,0.03346520921854296
1964,0.06792370838315133
1965,0.004543757711818347
1966,0.02125635906388002
1967,0.01157269954533541
1968,-0.002625585967743138
1969,0.041072953316722914
1970,0.04022590779168276
1971,0.006490504668381988
1972,-0.014123420882856902
1973,-0.02739375144838788
1974,-0.04036281267915854
1975,-0.07643417593359869
1976,-0.062349063148435246
1977,-0.0698317316654802
1978,-0.12093257881736748
1979,-0.11468964460638047
1980,-0.15700241542103752
1981,-0.16031239899916871
1982,-0.17970513994244192
1983,-0.18896584766404181
1984,-0.19407182295481612
1985,-0.2175509157481462
1986,-0.22519298535863227
1987,-0.2527540343474348
1988,-0.313010354640181
1989,-0.33647312983340977
1990,-0.33077617883581617
1991,-0.36126505905373413
1992,-0.3849207265627534
1993,-0.36643929885546783
1994,-0.3884540502663088
1995,-0.4199247940663924
1996,-0.41388397322667836
1997,-0.43351672227802635
1998,-0.4559622596640115
1999,-0.46229547754836803
2000,-0.47504461943534493
2001,-0.489790578523127
2002,-0.5126853115931458
2003,-0.5142441716254889
2004,-0.5427116994588229
2005,-0.5743814288282328
2006,-0.5879168109649268
2007,-0.6306569704512912
2008,-0.6494747071106582
2009,-0.6382186966083597
2010,-0.6545719611070897
2011,-0.6827477070799519
2012,-0.7281740441782836
2013,-0.6893904614296649
2014,-0.7296873690775639
2015,-0.7662296607831932
2016,-0.7656713722041218
2017,-0.7826398471412264
2018,-0.7887926106870092
2019,-0.8116813985241937
1960,0
1961,0.08118408604194263
1962,0.013976313593161718
1963,0.03496545278827787
1964,0.07461444045506707
1965,-0.0016146644686766713
1966,0.025276483159823948
1967,0.013919163852968057
1968,0.0041065498547182555
1969,0.04540959514666007
1970,0.03887799291796966
1971,7.872684567094095e-4
1972,-0.010469598614492816
1973,-0.03105208388215647
1974,-0.042218208069272956
1975,-0.07638121447604604
1976,-0.06392602003535244
1977,-0.06231999721472784
1978,-0.12513134973487874
1979,-0.11597458607280271
1980,-0.1535475477972027
1981,-0.155915342022641
1982,-0.17905255242129856
1983,-0.19249719361063258
1984,-0.1947142122694621
1985,-0.22806306159293374
1986,-0.21451727131566714
1987,-0.24677418216755784
1988,-0.31771610921153065
1989,-0.33774582713715423
1990,-0.3288638802066659
1991,-0.3665802377605091
1992,-0.38664132998062883
1993,-0.3985363679026476
1994,-0.38817887492617553
1995,-0.4063353829095607
1996,-0.402668206927683
1997,-0.43268380296152015
1998,-0.45156549803775126
1999,-0.45271541216310857
2000,-0.4538263151538192
2001,-0.5013828421195443
2002,-0.5259110497589066
2003,-0.497034598734743
2004,-0.5187432746373773
2005,-0.5993488952525567
2006,-0.5956161497953849
2007,-0.6208971930786091
2008,-0.6392857611886836
2009,-0.6384652174309027
2010,-0.6596906085879445
2011,-0.6874690259663846
2012,-0.7044161404194998
2013,-0.6992686571708157
2014,-0.6936763812273159
2015,-0.7761685323380264
2016,-0.7437105445802167
2017,-0.7915691784611005
2018,-0.8125565264821238
2019,-0.8115922142213339
1960,0
1961,0.06989708961689498
1962,0.00542899599767476
1963,0.036014585174458554
1964,0.0701049892802717
1965,-0.005912058247491695
1966,0.021684744645024432
1967,0.006568358464966217
1968,0.013559779981524701
1969,0.04731223779219382
1970,0.03232715757575942
1971,0.004680214235387648
1972,-0.005240271355914644
1973,-0.022994135388126093
1974,-0.034431462690484894
1975,-0.06023229767027269
1976,-0.03767247058639608
1977,-0.06402493638271271
1978,-0.11801153970125591
1979,-0.11942673731956603
1980,-0.15185504987215254
1981,-0.1495292758498111
1982,-0.17712265159779944
1983,-0.2040013960509996
1984,-0.19832767872257415
1985,-0.22664208843418182
1986,-0.24129150726956194
1987,-0.25635522097783625
1988,-0.3055508411162074
1989,-0.3299800923039631
1990,-0.3384295932711414
1991,-0.367535202114904
1992,-0.3677818417711261
1993,-0.3836641784694097
1994,-0.37945718679619
1995,-0.4328936611851005
1996,-0.41742074367369675
1997,-0.4379275881550518
1998,-0.4586236032935509
1999,-0.4540917224840146
2000,-0.46160175127546815
2001,-0.4800423650401646
2002,-0.5091533000324696
2003,-0.4967775717945354
2004,-0.5322819969258061
2005,-0.5909659970078938
2006,-0.5872738624155803
2007,-0.6227310851488086
2008,-0.6363997507871089
2009,-0.6355932197990718
2010,-0.6581180231231607
2011,-0.6884078644308117
2012,-0.7056631040524275
2013,-0.700769115551293
2014,-0.6950610068566749
2015,-0.7729752479289803
2016,-0.7461204489435984
2017,-0.7922039764175294
2018,-0.8087876193004382
2019,-0.8137502353079377
1960,0
1961,0.07091912987385927
1962,0.0011311280390649547
1963,0.04121520301794281
1964,0.05460047119806285
1965,-0.005326376175820875
1966,0.020972048495294826
1967,0.01769659046267766
1968,-0.003485799724980504
1969,0.05107742566761265
1970,0.030909077432790224
1971,-0.011094690152027445
1972,-0.008264390414868742
1973,-0.022749948776937645
1974,-0.04137838544861939
1975,-0.06560633089120776
1976,-0.05800953727543659
1977,-0.059214840677285385
1978,-0.12646024316504867
1979,-0.11181021456038888
1980,-0.1574583579026604
1981,-0.15418432837671134
1982,-0.1790853626252567
1983,-0.19045098398101826
1984,-0.1936532289454907
1985,-0.2251230878599286
1986,-0.21242973781623423
1987,-0.24603643199330916
1988,-0.3153066129831239
1989,-0.3270596810970583
1990,-0.32110952108194657
1991,-0.36221712491154084
1992,-0.39180172065689245
1993,-0.39218861981560404
1994,-0.3803809519350374
1995,-0.4004014894827412
1996,-0.40742138265022665
1997,-0.4307882525323708
1998,-0.44292918856630115
1999,-0.4591968869508012
2000,-0.46034980628761657
2001,-0.48001006149444303
2002,-0.5165790036864546
2003,-0.5136910501021982
2004,-0.5144043170097936
2005,-0.5733445577102431
2006,-0.5797050677220759
2007,-0.6190977708379162
2008,-0.6407275973322606
2009,-0.6309504940471508
2010,-0.659376105869252
2011,-0.6765327648261221
2012,-0.705935938118678
2013,-0.6956696667276475
2014,-0.6930757590486365
2015,-0.7637336629198008
2016,-0.7404630928952723
2017,-0.787886384580796
2018,-0.8026920195478895
2019,-0.8065633532630611
1960,0
1961,0.06367539749127964
1962,0.0041493176965472205
1963,0.04110369531982248
1964,0.06518779216630054
1965,-0.007170181528566516
1966,0.029939613943378296
1967,0.00991392131686664
1968,0.006259867421979854
1969,0.049180823339948845
1970,0.024363298427267845
1971,-0.00518276173143047
1972,-0.0183599743278725
1973,-0.03732133003584649
1974,-0.04263410996820948
1975,-0.07167657568291641
1976,-0.056297758955764665
1977,-0.0675238374979849
1978,-0.11247225266044998
1979,-0.11887487143166026
1980,-0.15792488167155566
1981,-0.15672394627192168
1982,-0.17648366097193693
1983,-0.20787806873468961
1984,-0.2048702029021575
1985,-0.23595974971565137
1986,-0.24363682721344593
1987,-0.25082190478403865
1988,-0.3032753362842289
1989,-0.3330394657064272
1990,-0.3423302029498307
1991,-0.36471908424995286
1992,-0.36607625574692715
1993,-0.3841553202740927
1994,-0.3864797170246739
1995,-0.43244091834825255
1996,-0.41394820459704323
1997,-0.4335640043729347
1998,-0.4616516036529466
1999,-0.45317964135845146
2000,-0.4710388799156607
2001,-0.48508527540231205
2002,-0.511332888518797
2003,-0.507608438579787
2004,-0.5383136614443569
2005,-0.5693513817562194
2006,-0.5936526900268366
2007,-0.6285887093517669
2008,-0.6456079382983514
2009,-0.6378407417699178
2010,-0.6578750938829628
2011,-0.6856447027552064
2012,-0.7098337789956062
2013,-0.6837788628239029
2014,-0.7060601757667203
2015,-0.7616858024195128
2016,-0.7485838001371115
2017,-0.7919700858584904
2018,-0.7896461387580236
2019,-0.7989611195022179
1960,0
1961,0.06492942638488158
1962,0.0012895424179345657
1963,0.04550977530909636
1964,0.059902281760466226
1965,-0.007860657017710949
1966,0.02945630485393895
1967,0.00820658260122395
1968,0.003176242810245122
1969,0.047667477305197103
1970,0.024007114757448145
1971,-0.006108535794272094
1972,-0.018596938842683743
1973,-0.038124501515398375
1974,-0.03812233084615206
1975,-0.06269525725786493
1976,-0.05217313203864871
1977,-0.06065247762154579
1978,-0.10982191083974932
1979,-0.11471600619603856
1980,-0.15310623849266808
1981,-0.15438600491400198
1982,-0.18182304406350983
1983,-0.20248003423024324
1984,-0.193272227768895
1985,-0.23698332408860973
1986,-0.24283856331216708
1987,-0.2500888743213211
1988,-0.307175271142726
1989,-0.32174098452714117
1990,-0.34175556269452295
1991,-0.36259788461391557
1992,-0.3853258058570007
1993,-0.39159933746483755
1994,-0.38915909605198357
1995,-0.41672314215996853
1996,-0.40570567990553813
1997,-0.4330106004182176
1998,-0.4583094645601256
1999,-0.45333924234696255
2000,-0.45651444615871994
2001,-0.4924910504693929
2002,-0.5247244962512997
2003,-0.5169728906614584
2004,-0.5259958427089269
2005,-0.5804942763329586
2006,-0.5795431921018672
2007,-0.6269152692376531
2008,-0.6446010311296176
2009,-0.6299341810441085
2010,-0.6494373671785016
2011,-0.6818124526788746
2012,-0.7104573663093728
2013,-0.692857271464077
2014,-0.7099728965515951
2015,-0.7636564796185328
2016,-0.755419150094592
2017,-0.7706173829298048
2018,-0.8135969830928588
2019,-0.8164138347674269
1960,0
1961,0.08495567378165189
1962,0.013848395004242264
1963,0.042306164884086055
1964,0.06425535365078328
1965,-0.011829139133549566
1966,0.02433065057008824
1967,0.012844220421766287
1968,0.006410097241911395
1969,0.05505870127912295
1970,0.026043997932796385
1971,-1.3700552677143517e-4
1972,0.004337048281533809
1973,-0.021984405310470533
1974,-0.03531509283568093
1975,-0.07243545386840827
1976,-0.0496332050007622
1977,-0.060337947292730544
1978,-0.1308698808648935
1979,-0.12011530468717035
1980,-0.15404995203004943
1981,-0.15490034256187332
1982,-0.1771637765832885
1983,-0.1953230121058983
1984,-0.20363982087391744
1985,-0.21367021956736984
1986,-0.22110819293979
1987,-0.24838824144578286
1988,-0.309913356061555
1989,-0.3467997052537619
1990,-0.3196458002915513
1991,-0.35900568345081707
1992,-0.3779848573746451
1993,-0.37505673900563763
1994,-0.3824307470322638
1995,-0.4167450352136865
1996,-0.40971029177291374
1997,-0.4334913504268401
1998,-0.44892999027090585
1999,-0.4416017405955441
2000,-0.45594223137691364
2001,-0.4697617580879016
2002,-0.5132028285704845
2003,-0.5138646929325271
2004,-0.5192364858824723
2005,-0.5759563279220923
2006,-0.577375845719373
2007,-0.6212885804275105
2008,-0.6400342685734639
2009,-0.625608806052288
2010,-0.6455741214155537
2011,-0.6788018861740466
2012,-0.7051217072282894
2013,-0.6897321800319852
2014,-0.7028747181102487
2015,-0.7612855718349117
2016,-0.7465266766426261
2017,-0.7607095187991718
2018,-0.7978559410984767
2019,-0.8200034524218697
1960,0
1961,0.08353747892962365
1962,0.011956204196887617
1963,0.04755667873645397
1964,0.06341912731425425
1965,-0.013355492958793487
1966,0.026978210195044105
1967,0.012271894266138927
1968,0.013084586649922948
1969,0.04736392548046681
1970,0.03336074540658169
1971,-0.0012958315351839608
1972,-0.010375099051871506
1973,-0.03596248583907344
1974,-0.037559437810992496
1975,-0.07360158726947337
1976,-0.047868921032180746
1977,-0.06297006892724423
1978,-0.1219970592645174
1979,-0.11358472686268616
1980,-0.159072054709859
1981,-0.15839679853769728
1982,-0.18478770208545295
1983,-0.20239695998538626
1984,-0.19310579127572175
1985,-0.22954663695437022
1986,-0.23144015967258874
1987,-0.24636525286436975
1988,-0.3042008023766345
1989,-0.31471095477939415
1990,-0.3257112500994171
1991,-0.3579372139542607
1992,-0.38772643853892585
1993,-0.3889699460283887
1994,-0.3848526167558896
1995,-0.4099165737215715
1996,-0.407822669998892
1997,-0.42406778343646
1998,-0.45817502079324357
1999,-0.46223729068671604
2000,-0.45690185789259136
2001,-0.4877138464284904
2002,-0.5056540913891382
2003,-0.5063057379353146
2004,-0.5232123938870151
2005,-0.56577784804846
2006,-0.5878234705383288
2007,-0.6138177165242376
2008,-0.6425916464729179
2009,-0.636327370050731
2010,-0.6603933587023545
2011,-0.6747834546656659
2012,-0.7076915666223549
2013,-0.6848567536068132
2014,-0.7039666803185755
2015,-0.7571899930472856
2016,-0.7510521080986671
2017,-0.7864282380681182
2018,-0.7868938773848977
2019,-0.7872825921576003
1960,0
1961,0.07369685312830275
1962,0.0058914411127897895
1963,0.04467973771055084
1964,0.06168121800920006
1965,-0.010303956349577066
1966,0.026655452734361727
1967,0.015142013373741894
1968,0.011358570824977281
1969,0.05301979089841271
1970,0.031153556496723415
1971,-0.01465732149970531
1972,0.001459917442754518
1973,-0.025053662245038175
1974,-0.03254440045207833
1975,-0.06968330369725081
1976,-0.03844237334366927
1977,-0.0514144512361317
1978,-0.11437845055280704
1979,-0.1325864035806142
1980,-0.15463864433652907
1981,-0.15830071706360105
1982,-0.18220744044663326
1983,-0.1957039552365236
1984,-0.20497045146510892
1985,-0.2291824955585141
1986,-0.22742082396507485
1987,-0.2534017773059598
1988,-0.3043192078508732
1989,-0.33549687990453564
1990,-0.33093182242219715
1991,-0.36848276210273784
1992,-0.3711766673870233
1993,-0.38691206018192464
1994,-0.38123353580592145
1995,-0.4209741785136091
1996,-0.40920823185917576
1997,-0.4347833190353372
1998,-0.44154267028536565
1999,-0.44323094899075016
2000,-0.4677171931925424
2001,-0.47380865240184566
2002,-0.5203721931193139
2003,-0.5132692421522477
2004,-0.5261790281345049
2005,-0.5778434798505127
2006,-0.579724735558751
2007,-0.633134890746084
2008,-0.6345767299065511
2009,-0.6369171272772891
2010,-0.6509279404502246
2011,-0.6796293360678508
2012,-0.7074746985587373
2013,-0.6925079381465707
2014,-0.7120742905945586
2015,-0.7643124948577712
2016,-0.7578855550305083
2017,-0.7712093194266088
2018,-0.8054702344212484
2019,-0.8222583364387803
1960,0
1961,0.07137169049615621
1962,0.0047519139865342275
1963,0.04525174194844946
1964,0.06159463828138692
1965,-0.007603097104523482
1966,0.02647327426092882
1967,0.014574274155027022
1968,0.0121798893052665
1969,0.05317339394709243
1970,0.03286787509169784
1971,-0.017590189351859097
1972,-0.003940468753831881
1973,-0.03131811043025865
1974,-0.03640723585367286
1975,-0.07189706887312582
1976,-0.04295482478931374
1977,-0.04882879558621222
1978,-0.11437545632891934
1979,-0.12825390982887225
1980,-0.1551499609670897
1981,-0.15106851780259797
1982,-0.17897224667698203
1983,-0.19688678231605522
1984,-0.20968427137695592
1985,-0.2323930023451226
1986,-0.22389388827507117
1987,-0.2517445113653979
1988,-0.3148067222741508
1989,-0.3334558862518886
1990,-0.34537542523892717
1991,-0.37034868349103234
1992,-0.3701180301245741
1993,-0.3747123766789388
1994,-0.38635259272002137
1995,-0.422624867193654
1996,-0.4081321054047511
1997,-0.4335300398880836
1998,-0.43640013029243746
1999,-0.4500904782326999
2000,-0.4588353770604072
2001,-0.47690033900831447
2002,-0.5117204515239792
2003,-0.5078644944612395
2004,-0.522402273315555
2005,-0.5751102278617628
2006,-0.5845652451434228
2007,-0.6330300128811595
2008,-0.6347006928100282
2009,-0.6408632177203767
2010,-0.6579070143808698
2011,-0.6794713208988234
2012,-0.7035468324480901
2013,-0.6921192939928259
2014,-0.7009757827151247
2015,-0.7673351207223373
2016,-0.7582974211892657
2017,-0.7750562980021638
2018,-0.7951085100619285
2019,-0.8054116429459937
1960,0
1961,0.07776820380316145
1962,0.008590338084693016
1963,0.04577285141847536
1964,0.059138874238421915
1965,-0.010932238496934773
1966,0.023574270436597815
1967,-5.050730048824885e-5
1968,0.006285624380790377
1969,0.04105084732392285
1970,0.030033383307554812
1971,-0.009574752454918655
1972,-0.012219791576820281
1973,-0.03436784357996677
1974,-0.040342077457340274
1975,-0.06708350448709756
1976,-0.059982187861748706
1977,-0.07679234920761212
1978,-0.13060966270666746
1979,-0.11350065469062293
1980,-0.14676362067262805
1981,-0.15505081564052098
1982,-0.1840984532878999
1983,-0.19980619679388256
1984,-0.1891786435158288
1985,-0.22419731577793517
1986,-0.2343672929735316
1987,-0.2563424426364541
1988,-0.30864656609288216
1989,-0.3277854507420606
1990,-0.31966982949910144
1991,-0.3653739361304795
1992,-0.39182118105666053
1993,-0.40465317144883883
1994,-0.385662040304411
1995,-0.417477254497182
1996,-0.4174524676213118
1997,-0.4317646729972845
1998,-0.4726647371243302
1999,-0.4607060508307088
2000,-0.4694402530962422
2001,-0.4877263124970722
2002,-0.5202756749998197
2003,-0.5186341245923591
2004,-0.5397318485643736
2005,-0.585856565630964
2006,-0.5819586912987447
2007,-0.6317098408229798
2008,-0.627964060718782
2009,-0.6383624884916762
2010,-0.6651763783933291
2011,-0.675974480821802
2012,-0.7126357430049267
2013,-0.6934041379630174
2014,-0.7018281350988912
2015,-0.762013523370561
2016,-0.751387583761092
2017,-0.7774273422292922
2018,-0.7981279289108598
2019,-0.8047386934960052
1960,0
1961,0.07967033573733498
1962,0.009833604867520784
1963,0.043052172123057494
1964,0.06139962660761589
1965,-0.010197113771405598
1966,0.02682053513478208
1967,0.0033427976385236326
1968,0.0031948405735877684
1969,0.045208680809641855
1970,0.03125348535910649
1971,-0.015090482623189247
1972,-0.01302858883996303
1973,-0.03393702612914088
1974,-0.03822243074344134
1975,-0.07079950089916408
1976,-0.06024144255656451
1977,-0.07561854733333749
1978,-0.12481603371921142
1979,-0.11640682165438164
1980,-0.1521510816358157
1981,-0.15035538117770594
1982,-0.1841005254152832
1983,-0.2031874181233023
1984,-0.19565213087269234
1985,-0.22078933493438466
1986,-0.2339581845751278
1987,-0.24613882970736956
1988,-0.314807402241696
1989,-0.3306249178081143
1990,-0.31864676808955367
1991,-0.3667008651329719
1992,-0.38835323021189955
1993,-0.4122413326828053
1994,-0.37817655748077406
1995,-0.40809904306743217
1996,-0.4251140257065536
1997,-0.42121174024565833
1998,-0.46751194795948553
1999,-0.4728366116631596
2000,-0.4672136808640768
2001,-0.48562911080259863
2002,-0.5196418262279607
2003,-0.5167038104462298
2004,-0.5431303146309011
2005,-0.5908690007456373
2006,-0.5929409204758664
2007,-0.6274354221451411
2008,-0.6463153592133121
2009,-0.6374180211232562
2010,-0.676501592214469
2011,-0.6827186294855646
2012,-0.7127194748293663
2013,-0.6916425702807557
2014,-0.7126684902146786
2015,-0.7624021154953239
2016,-0.7588047513308545
2017,-0.769771681463325
2018,-0.7981454590801464
2019,-0.806194156305614
1960,0
1961,0.07809646940826652
1962,0.006480138915005711
1963,0.044962159696432205
1964,0.05997955602930454
1965,-0.009078212508983982
1966,0.022957302061060773
1967,7.403557588052663e-4
1968,0.007879791659400852
1969,0.043789123944281166
1970,0.027347212054134377
1971,-0.019071405238191334
1972,-0.015233643494455365
1973,-0.03461576982726905
1974,-0.03927408880584449
1975,-0.06605554013324293
1976,-0.06560330560638128
1977,-0.06995585254998304
1978,-0.1295354855611632
1979,-0.12800160905529617
1980,-0.15330481434234905
1981,-0.1522808214284789
1982,-0.1818159197772576
1983,-0.2019167267084016
1984,-0.20965054884746911
1985,-0.22386867695527624
1986,-0.23303840341076676
1987,-0.24563696801701185
1988,-0.32211973606139016
1989,-0.33257622072849
1990,-0.3314748882068326
